ID;Scope;Kategorie;Spezifikation 1;Spezifikation 2;Spezifikation 3;Zusatzname;Kommentar;Eingang;Ausgang;Quelle;Faktor;Monatliche Eingaben;Wert-Jan (monatlich);Wert Feb (monatlich);Wert Mar (monatlich);Wert Apr (monatlich);Wert May (monatlich);Wert Jun (monatlich);Wert Jul (monatlich);Wert Aug (monatlich);Wert Sep (monatlich);Wert Oct (monatlich);Wert Nov (monatlich);Wert Dec (monatlich);Überliegende Berechnung (ID);Projekt
1y2jl38hw2cf362;3;Externe Transportmittel;Schiff;Binnen;;;;Tonnen km;kg;Gemis 5.1;0,025;0;0;0;0;0;0;0;0;0;0;0;0;0;;
k2vecdm17kh4qvm;3;Externe Transportmittel;Schiff;Güterschiff;Binnen;;;Tonnen km;kg;Gemis 5.1;0,038;0;0;0;0;0;0;0;0;0;0;0;0;0;;
5n07ygtw2xk9hyw;3;Externe Transportmittel;Schiff;Güterschiff;Übersee;;;Tonnen km;kg;Gemis 5.1;0,012;0;0;0;0;0;0;0;0;0;0;0;0;0;;
zgeyf0n2azz821y;3;Entsorgung;Schlacke;Deponie;;;;kg;kg;Gemis 5.1;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;;
dnmcwrtrt9vtxg6;3;Mineralien und Baustoffe;Schlackensand;;;;;kg;kg;EEW 2023;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;;
7buhxcqqtt2jtgk;3;Mineralien und Baustoffe;Schleifmittel;;; Al2O3;;kg;kg;EEW 2023;0,029;0;0;0;0;0;0;0;0;0;0;0;0;0;;
nqez60ceuhl1p9h;3;Mineralien und Baustoffe;Schluff;;;;;kg;kg;EEW 2023;0,064;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2f51zho3qfh4zjh;3;Chemische Grundstoffe und Produkte;Schmieröl;;;;;kg;kg;EEW 2023;1,22;0;0;0;0;0;0;0;0;0;0;0;0;0;;
15w2sqjzufj819z;3;Mineralien und Baustoffe;Schmirgel;;; Al2O3;;kg;kg;EEW 2023;0,029;0;0;0;0;0;0;0;0;0;0;0;0;0;;
45mhwb91blvv2pn;3;Mineralien und Baustoffe;Schotter;;;;;kg;kg;ÖKOBAUDAT;0,016;0;0;0;0;0;0;0;0;0;0;0;0;0;;
t3uytlkh7j5x7k9;3;Chemische Grundstoffe und Produkte;Schwefel;;;S;;kg;kg;EEW 2023;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;;
vh0y5r8r88lvxij;1;Technische Gase;Schwefel-Hexafluorid;SF6;;SF6;;kg;kg;UBA;22.800;0;0;0;0;0;0;0;0;0;0;0;0;0;;
nepcnrr4kgd4olq;3;Chemische Grundstoffe und Produkte;Schwefel(VI)-säure;;; H2SO4;;kg;kg;EEW 2023;0,11;0;0;0;0;0;0;0;0;0;0;0;0;0;;
i6j99xdommlyj1o;3;Chemische Grundstoffe und Produkte;Schwefelhexafluorid;;;;hochrein;kg;kg;Gemis 5.1;10,372;0;0;0;0;0;0;0;0;0;0;0;0;0;;
c8qeuuaasavw2dc;3;Chemische Grundstoffe und Produkte;schwefelige Säure(H2SO3);;; H2SO4;;kg;kg;EEW 2023;0,11;0;0;0;0;0;0;0;0;0;0;0;0;0;;
6ullhh4flmey9d7;3;Chemische Grundstoffe und Produkte;Schwefelsäure;;;;;kg;kg;Gemis 5.1;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;;
vnzygvxg115mk3z;3;Chemische Grundstoffe und Produkte;Schwefelsäure;;; H2SO4;;kg;kg;EEW 2023;0,11;0;0;0;0;0;0;0;0;0;0;0;0;0;;
owc05xy6sn6mvc2;1;Direkter Brennstoffeinsatz;Schweröl;schwer;;;;kWh;kg;EEW 2023;0,288;0;0;0;0;0;0;0;0;0;0;0;0;0;;
t0aaibn447k5eye;3;Chemische Grundstoffe und Produkte;Schwerspalt;;; BaSO4;;kg;kg;EEW 2023;0,096;0;0;0;0;0;0;0;0;0;0;0;0;0;;
7qcv0b9rnk8hux2;3;Chemische Grundstoffe und Produkte;Selen;;;Se;;kg;kg;EEW 2023;3,41;0;0;0;0;0;0;0;0;0;0;0;0;0;;
0bq1tbp1ks4bkpa;3;Metalle;Siderit;;;;;kg;kg;EEW 2023;0,008;0;0;0;0;0;0;0;0;0;0;0;0;0;;
kyho0nl5o99vcbf;3;Mineralien und Baustoffe;Siedesalz;;;;;kg;kg;EEW 2023;0,039;0;0;0;0;0;0;0;0;0;0;0;0;0;;
qrlxkzboxqvv5uz;3;Chemische Grundstoffe und Produkte;Silan;;;;;kg;kg;Gemis 5.1;47,105;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ptzep6ewqqrwnjx;3;Metalle;Silber;;;Ag;;kg;kg;EEW 2023;449,39;0;0;0;0;0;0;0;0;0;0;0;0;0;;
v9ox8onaj3qvl8h;3;Mineralien und Baustoffe;Silicate;;;;;kg;kg;EEW 2023;77,61;0;0;0;0;0;0;0;0;0;0;0;0;0;;
vuc7so0t5a05b1d;3;Kunststoff;Silicon-Kautschuk;;;;;kg;kg;ÖKOBAUDAT;5,359;0;0;0;0;0;0;0;0;0;0;0;0;0;;
qvo99ugfq4dfdmo;3;Mineralien und Baustoffe;Silikonharzputz;;;;;kg;kg;VdL;0,843;0;0;0;0;0;0;0;0;0;0;0;0;0;;
1xuujrn75pc4cno;3;Metalle;Silizium;;;Si;EG für die Solarzellenfertigung;kg;kg;Gemis 5.1;55,633;0;0;0;0;0;0;0;0;0;0;0;0;0;;
bc3f6b4yp65n860;3;Mineralien und Baustoffe;Silizium;;; Si;;kg;kg;EEW 2023;77,61;0;0;0;0;0;0;0;0;0;0;0;0;0;;
a1os4sdow26e1pa;3;Chemische Grundstoffe und Produkte;Siliziumcarbid;;;;hochrein;kg;kg;Gemis 5.1;5,292;0;0;0;0;0;0;0;0;0;0;0;0;0;;
6fzal99kmikmt49;3;Mineralien und Baustoffe;Siliziumdioxid;;; SiCO2;;kg;kg;EEW 2023;0,043;0;0;0;0;0;0;0;0;0;0;0;0;0;;
7anidedwx1nkdqw;3;Mineralien und Baustoffe;Sillimanit;;;;;kg;kg;EEW 2023;0,029;0;0;0;0;0;0;0;0;0;0;0;0;0;;
5t5bhsm0qlwu3t9;3;Metalle;Sintermetall;;;;;kg;kg;Gemis 5.1;0,311;0;0;0;0;0;0;0;0;0;0;0;0;0;;
nsty7yzd722c7kp;3;Kunststoff;SIR;;;;;kg;kg;ÖKOBAUDAT;5,359;0;0;0;0;0;0;0;0;0;0;0;0;0;;
zsovl8zos6pr83u;3;Metalle;Smithsonit;;;;;kg;kg;EEW 2023;0,51;0;0;0;0;0;0;0;0;0;0;0;0;0;;
l66pc1gmm4utoqk;3;Chemische Grundstoffe und Produkte;Soda;;; Na2CO3;;kg;kg;EEW 2023;1,25;0;0;0;0;0;0;0;0;0;0;0;0;0;;
34aoa1mxxkslq31;3;Chemische Grundstoffe und Produkte;Soda;;;;;kg;kg;Gemis 5.1;1,147;0;0;0;0;0;0;0;0;0;0;0;0;0;;
a5t08sflbtrsayx;3;Holz, Papier und Pappe;Spanplatte;;;;;kg;kg;EEW 2023;0,47;0;0;0;0;0;0;0;0;0;0;0;0;0;;
48ngzjc7443c0b3;3;Mineralien und Baustoffe;Speckstein;;;;;kg;kg;EEW 2023;0,029;0;0;0;0;0;0;0;0;0;0;0;0;0;;
qftrb5bpgwoq3os;3;Metalle;Sphalerit;;;;;kg;kg;EEW 2023;0,51;0;0;0;0;0;0;0;0;0;0;0;0;0;;
v2w3oyumh7wnzlh;3;Mineralien und Baustoffe;Splitt;;;;;kg;kg;Gemis 5.1;0,007;0;0;0;0;0;0;0;0;0;0;0;0;0;;
xep82wu5undsdli;3;Mineralien und Baustoffe;Splitt;;;;;kg;kg;EEW 2023;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;;
50hzr5xk9dht8z5;3;Metalle;Stahl;;;;;kg;kg;Gemis 5.1;1,367;0;0;0;0;0;0;0;0;0;0;0;0;0;;
sv3eb9sljris5ex;3;Metalle;Stahl; Elektrostahl;;;;kg;kg;EEW 2023;0,55;0;0;0;0;0;0;0;0;0;0;0;0;0;;
smtsg9akg5wk6d0;3;Metalle;Stahl;Konverterstahl;;;;kg;kg;EEW 2023;2,18;0;0;0;0;0;0;0;0;0;0;0;0;0;;
htopi1v35spalfb;3;Metalle;Stahl;sekundär;;;;kg;kg;EEW 2023;0,034;0;0;0;0;0;0;0;0;0;0;0;0;0;;
zxw6dmui21n9pfn;3;Metalle;Stahl;Oxygen;Blassstahlverfahren;;;kg;kg;Gemis 5.1;1,966;0;0;0;0;0;0;0;0;0;0;0;0;0;;
6yb3v54vehzea8q;3;Metalle;Stahl;;;;Warmwalz;kg;kg;Gemis 5.1;1,531;0;0;0;0;0;0;0;0;0;0;0;0;0;;
omuqpy5dovmxmkb;3;Metalle;Stahl;;;;Weißblech;kg;kg;Gemis 5.1;2,653;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2ca8txk2wn9j0du;3;Metalle;Stahlblech;;;;;kg;kg;Gemis 5.1;1,753;0;0;0;0;0;0;0;0;0;0;0;0;0;;
4f8yyqlpnczsv8u;3;Metalle;Stahlblech;;;;verzinkt;kg;kg;Gemis 5.1;2,235;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ngr424d5serlpxs;3;Chemische Grundstoffe und Produkte;Stärke;;; C6H10O5;;kg;kg;EEW 2023;1,09;0;0;0;0;0;0;0;0;0;0;0;0;0;;
e28rk74xgzxezig;3;Mineralien und Baustoffe;Steatit;;;;;kg;kg;EEW 2023;0,029;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ccgjjh40amsppws;1;Direkter Brennstoffeinsatz;Steinkohle​;;;;;kWh;kg;EEW 2023;0,335;0;0;0;0;0;0;0;0;0;0;0;0;0;;
y7ydlladfmouf9n;1;Direkter Brennstoffeinsatz;Steinkohle​;;;;;kg;kWh;EEW 2023;8,36;0;0;0;0;0;0;0;0;0;0;0;0;0;ccgjjh40amsppws;
zy681zj00cy1lam;3;Mineralien und Baustoffe;Steinwolle;;;;;kg;kg;Gemis 5.1;0,95;0;0;0;0;0;0;0;0;0;0;0;0;0;;
obct4176d1no9e4;3;Mineralien und Baustoffe;Steinwolle;;;;;kg;kg;EEW 2023;1,32;0;0;0;0;0;0;0;0;0;0;0;0;0;;
d84difuvh8z2uuv;3;Mineralien und Baustoffe;Steinzeugfliesen;;;; unglasiert;kg;kg;ÖKOBAUDAT;0,343;0;0;0;0;0;0;0;0;0;0;0;0;0;;
3n5ywqlmfytrkvl;3;Mineralien und Baustoffe;Steinzeugrohre;;;; DN 250;kg;kg;ÖKOBAUDAT;0,515;0;0;0;0;0;0;0;0;0;0;0;0;0;;
9h793s2017904ha;1;Technische Gase;Stickstoff;flüssig;;N2;;kg;kg;EEW 2023;0,22;0;0;0;0;0;0;0;0;0;0;0;0;0;;
4rp6syn8z6587rg;1;Technische Gase;Stickstoff; gasförmig;;N2;;kg;kg;Gemis 5.1;0,075;0;0;0;0;0;0;0;0;0;0;0;0;0;;
bnjv12blwx3coyc;3;Chemische Grundstoffe und Produkte;Stickstoff;;;N2; flüssig;kg;kg;Gemis 5.1;0,377;0;0;0;0;0;0;0;0;0;0;0;0;0;;
uwt4s2ndfzecjxz;3;Chemische Grundstoffe und Produkte;Stickstoff;;;N2; flüssig;kg;kg;EEW 2023;0,22;0;0;0;0;0;0;0;0;0;0;0;0;0;;
02g3diii4nwsksq;3;Chemische Grundstoffe und Produkte;Stickstoff;;;N2;gasförmig;kg;kg;Gemis 5.1;0,075;0;0;0;0;0;0;0;0;0;0;0;0;0;;
pd3n0pgs2bijrko;1;Technische Gase;Stickstoff ;flüssig;;N2;;kg;kg;Gemis 5.1;0,377;0;0;0;0;0;0;0;0;0;0;0;0;0;;
hb9ounky3fob92s;1;Technische Gase;Stickstoff flüssig;flüssig;;N2;;kg;kg;Gemis 5.1;0,377;0;0;0;0;0;0;0;0;0;0;0;0;0;;
wryiq2jr4qvw2r1;1;Technische Gase;Stickstoff flüssig;flüssig;;N2;;kg;kg;EEW 2023;0,22;0;0;0;0;0;0;0;0;0;0;0;0;0;;
y9bvf8r40wxqeiu;1;Technische Gase;Stickstoff gasförmig; gasförmig;;N2;;kg;kg;Gemis 5.1;0,075;0;0;0;0;0;0;0;0;0;0;0;0;0;;
vaabq6r64pt6v13;3;Chemische Grundstoffe und Produkte;Stickstofftrifluorid;;;;hochrein;kg;kg;Gemis 5.1;22,374;0;0;0;0;0;0;0;0;0;0;0;0;0;;
wk5rvqlhzckqdgi;3;Metalle;Stolzit;;;;;kg;kg;EEW 2023;5,53;0;0;0;0;0;0;0;0;0;0;0;0;0;;
aajw9wzzyuj876t;3;Holz, Papier und Pappe;Stroh;;;;;kg;kg;EEW 2023;0,09;0;0;0;0;0;0;0;0;0;0;0;0;0;;
1ksptjvfrt69iq5;2;Bezug von Strom;Strom​;Energieträgerwechel zu Strom;;;CO2-Faktor für die Bilanzierung von Mehrverbräuchen an elektrischer Energie beim Wechsel zu elektrischer Energie;kWh;kg;EEW 2023;0,107;0;0;0;0;0;0;0;0;0;0;0;0;0;;
7envxvfwvpmxrl3;2;Bezug von Strom;Strom​;Energiemix Deutschland;für 2017;;;kWh;kg;UBA;0,486;0;0;0;0;0;0;0;0;0;0;0;0;0;;
98obzkffgigl5de;2;Bezug von Strom;Strom​;Energiemix Deutschland;für 2018;;;kWh;kg;UBA;0,473;0;0;0;0;0;0;0;0;0;0;0;0;0;;
uz4mjdvocs5nl4e;2;Bezug von Strom;Strom​;Energiemix Deutschland;für 2019;;;kWh;kg;UBA;0,411;0;0;0;0;0;0;0;0;0;0;0;0;0;;
clbudd70560cj6u;2;Bezug von Strom;Strom​;Energiemix Deutschland;für 2020;;;kWh;kg;UBA;0,369;0;0;0;0;0;0;0;0;0;0;0;0;0;;
3fkjts6kcrb4039;2;Bezug von Strom;Strom​;Energiemix Deutschland;für 2021;;vorläufig;kWh;kg;UBA;0,41;0;0;0;0;0;0;0;0;0;0;0;0;0;;
siehs8mka7q5zbx;2;Bezug von Strom;Strom​;Energiemix Deutschland;für 2022;;geschätzt;kWh;kg;UBA;0,434;0;0;0;0;0;0;0;0;0;0;0;0;0;;
iv6kq2pb7o85jqp;2;Bezug von Strom;Strom;Erneuerbare Quelle;;;;kWh;kg;EEW 2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
mgjiwnvueoaeb1i;3;Externe Transportmittel;Strom;Personenzug; Nahverkehr;;;km;kg;Gemis 5.1;0,057;0;0;0;0;0;0;0;0;0;0;0;0;0;;
pzsnx59fkf4pi1y;3;Externe Transportmittel;Strom;Personenzug;Fernverkehr;;;km;kg;Gemis 5.1;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;;
nbaoiqknzih3j7e;3;Externe Transportmittel;Strom;Güterzug;;;;Tonnen km;kg;Gemis 5.1;0,019;0;0;0;0;0;0;0;0;0;0;0;0;0;;
oioo0ezsck6mdu7;3;Anfahrt Mitarbeiter;Strom;;;;;kWh;kg;UBA;0,434;0;0;0;0;0;0;0;0;0;0;0;0;0;;
p4p786qen7h4vqp;3;Anfahrt Mitarbeiter;Strom;Erneuerbare Quelle;;;;kWh;kg;EEW 2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
y3a2gnylr65fwhy;3;Anfahrt Mitarbeiter;Strom;Personenzug; Nahverkehr;;;km;kg;Gemis 5.1;0,057;0;0;0;0;0;0;0;0;0;0;0;0;0;;
d2f8rmxb10artj8;3;Anfahrt Mitarbeiter;Strom;Personenzug;Fernverkehr;;;km;kg;Gemis 5.1;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;;
vrbhf35hlszy0um;1;Technische Gase;Styren;;;C2H4;;kg;kg;EEW 2023;1,46;0;0;0;0;0;0;0;0;0;0;0;0;0;;
q18xo4jesxoo2sr;3;Chemische Grundstoffe und Produkte;Styren;;; C8H8;;kg;kg;Gemis 5.1;2,697;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ur6ilcn1i2g47dz;3;Chemische Grundstoffe und Produkte;Styren;;; C8H8;;kg;kg;EEW 2023;3,29;0;0;0;0;0;0;0;0;0;0;0;0;0;;
9t083snxz779ppd;3;Chemische Grundstoffe und Produkte;Styrol;;; C8H8;;kg;kg;Gemis 5.1;2,697;0;0;0;0;0;0;0;0;0;0;0;0;0;;
p664q0yl9q06klh;3;Chemische Grundstoffe und Produkte;Styrol;;; C8H8;;kg;kg;EEW 2023;3,29;0;0;0;0;0;0;0;0;0;0;0;0;0;;
0i6k7uintm0m8mt;3;Mineralien und Baustoffe;Sylvin;;;;;kg;kg;EEW 2023;0,027;0;0;0;0;0;0;0;0;0;0;0;0;0;;
fhbqzmnk18aszao;3;Mineralien und Baustoffe;Talk;;;;;kg;kg;EEW 2023;0,029;0;0;0;0;0;0;0;0;0;0;0;0;0;;
mk6f76440z885ka;3;Mineralien und Baustoffe;Talkum;;;;;kg;kg;EEW 2023;0,029;0;0;0;0;0;0;0;0;0;0;0;0;0;;
vk88fcymp9loaqj;3;Metalle;Tantal;;;Ta;;kg;kg;EEW 2023;166,03;0;0;0;0;0;0;0;0;0;0;0;0;0;;
myvdvvprng4jidm;3;Metalle;Tantalkonzentrate;;;;;kg;kg;EEW 2023;0,18;0;0;0;0;0;0;0;0;0;0;0;0;0;;
n5bie146pzk60dc;3;Chemische Grundstoffe und Produkte;TCM;;;;;kg;kg;Gemis 5.1;1,517;0;0;0;0;0;0;0;0;0;0;0;0;0;;
p5p9a3tvi7jkwlk;3;Wasser;Technisches Wasser;;;H2O;;l;kg;EEW 2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
lv7xq1w03jri6bz;3;Chemische Grundstoffe und Produkte;Tetrafluormethan;;;CF4;hochrein;kg;kg;Gemis 5.1;9,761;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ni639ue2ubd6s54;3;Metalle;Thallium;;;Tl;;kg;kg;EEW 2023;331,81;0;0;0;0;0;0;0;0;0;0;0;0;0;;
4rzwjohgzce81sc;3;Mineralien und Baustoffe;Tiefquarz;;;;;kg;kg;EEW 2023;0,24;0;0;0;0;0;0;0;0;0;0;0;0;0;;
srz4rq1bz82y9st;3;Metalle;Titan;;;Ti;;kg;kg;EEW 2023;50,86;0;0;0;0;0;0;0;0;0;0;0;0;0;;
lzi2qxwaf1sonc1;3;Mineralien und Baustoffe;Titaneisen;;; FeTiO3;;kg;kg;EEW 2023;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;;
1n74e548qxyig0p;3;Chemische Grundstoffe und Produkte;TMA;;; NMe3;;kg;kg;EEW 2023;2,37;0;0;0;0;0;0;0;0;0;0;0;0;0;;
7lowsrr27tnvuyp;3;Holz, Papier und Pappe;TMP;;;;;kg;kg;EEW 2023;1,55;0;0;0;0;0;0;0;0;0;0;0;0;0;;
i0h0vu561b7pruq;3;Chemische Grundstoffe und Produkte;Toluen;;; C7H8;;kg;kg;EEW 2023;1,59;0;0;0;0;0;0;0;0;0;0;0;0;0;;
9qauqz5w23enh1z;3;Chemische Grundstoffe und Produkte;Toluol;;;;;kg;kg;Gemis 5.1;1,698;0;0;0;0;0;0;0;0;0;0;0;0;0;;
a3czoz6spe0ciku;3;Chemische Grundstoffe und Produkte;Toluol;;; C7H8;;kg;kg;EEW 2023;1,59;0;0;0;0;0;0;0;0;0;0;0;0;0;;
bblf8cdsl3asi5g;3;Chemische Grundstoffe und Produkte;Tonerde;;;;;kg;kg;Gemis 5.1;1,264;0;0;0;0;0;0;0;0;0;0;0;0;0;;
jn2a3jwklfa3g09;3;Mineralien und Baustoffe;Tonziegel;;;;;kg;kg;Gemis 5.1;0,507;0;0;0;0;0;0;0;0;0;0;0;0;0;;
4bxdt54jlr375ns;3;Mineralien und Baustoffe;Torf;;;;nur Einspeisung;kg;kg;EEW 2023;0,014;0;0;0;0;0;0;0;0;0;0;0;0;0;;
6oghvn7allix1lg;3;Mineralien und Baustoffe;Trass;;;;;kg;kg;EEW 2023;0,029;0;0;0;0;0;0;0;0;0;0;0;0;0;;
g3hurw17w1cinj1;3;Chemische Grundstoffe und Produkte;Trichlormethan;;;;;kg;kg;Gemis 5.1;1,517;0;0;0;0;0;0;0;0;0;0;0;0;0;;
9l947kazv1y2hj1;3;Chemische Grundstoffe und Produkte;Trihydrogenborat;;; H3BO3;;kg;kg;EEW 2023;0,98;0;0;0;0;0;0;0;0;0;0;0;0;0;;
tilrhe2ovq0mffu;3;Wasser;Trinkwasser;;;;;l;kg;Gemis 5.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
vf9xjqud7mh7c7h;3;Wasser;Trinkwasser;;;;;m³;l;Gemis 5.1;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;tilrhe2ovq0mffu;
7yvaqsiye3vzlfh;3;Mineralien und Baustoffe;Tripolit;;;;;kg;kg;EEW 2023;0,44;0;0;0;0;0;0;0;0;0;0;0;0;0;;
7rbhpkoyc7asfa4;3;Chemische Grundstoffe und Produkte;Trymethylamin;;; NMe3;;kg;kg;EEW 2023;2,37;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2mom1jy4f40jnat;3;Metalle;Tuneptit;;;;;kg;kg;EEW 2023;5,53;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2fnv7f8y9prmlme;3;Mineralien und Baustoffe;Ulexit;;;;;kg;kg;EEW 2023;1,52;0;0;0;0;0;0;0;0;0;0;0;0;0;;
owzdbp5ctfgwutg;3;Mineralien und Baustoffe;Universal-Spachtelmasse;;;;;kg;kg;ÖKOBAUDAT;0,465;0;0;0;0;0;0;0;0;0;0;0;0;0;;
x4dq7cvgl823bzd;3;Mineralien und Baustoffe;Unterputz ;;;;mit organischem Bindemittel;kg;kg;VdL;1,41;0;0;0;0;0;0;0;0;0;0;0;0;0;;
by2aj1e9m5q7v94;3;Wasser;VE-Wasser;;;H2O;;l;kg;EEW 2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
bqz9f1x1snx1j8o;3;Wasser;VE-Wasser;;;H2O;;m³;l;EEW 2023;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;by2aj1e9m5q7v94;
276l0ghgokles1g;3;Mineralien und Baustoffe;Vermikulit;;;;;kg;kg;EEW 2023;0,12;0;0;0;0;0;0;0;0;0;0;0;0;0;;
xmahmn348g3nq5c;3;Chemische Grundstoffe und Produkte;Vinlethylen;;;;;kg;kg;EEW 2023;1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;;
28jc5mlqlojikxg;1;Technische Gase;Vinylbenzol;;;C2H4;;kg;kg;EEW 2023;1,46;0;0;0;0;0;0;0;0;0;0;0;0;0;;
tb2vp03sa8kppyk;3;Chemische Grundstoffe und Produkte;Vinylbenzol;;; C8H8;;kg;kg;Gemis 5.1;2,697;0;0;0;0;0;0;0;0;0;0;0;0;0;;
adz0l0iezabvp73;3;Chemische Grundstoffe und Produkte;Vinylbenzol;;; C8H8;;kg;kg;EEW 2023;3,29;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2fbbjqt0hvbrytq;3;Chemische Grundstoffe und Produkte;Vinylchlorid;;; C2H3CI;;kg;kg;Gemis 5.1;1,695;0;0;0;0;0;0;0;0;0;0;0;0;0;;
efbjt7lryrmtkyt;3;Chemische Grundstoffe und Produkte;Vinylchlorid;;; C2H3CI;;kg;kg;EEW 2023;1,53;0;0;0;0;0;0;0;0;0;0;0;0;0;;
qn6ikbfmz42sijl;3;Chemische Grundstoffe und Produkte;Vinylwasserstoff;;; C2H4;;kg;kg;EEW 2023;1,46;0;0;0;0;0;0;0;0;0;0;0;0;0;;
x066d595lihobnw;3;Metalle;Walzdraht;;;;;kg;kg;Gemis 5.1;2,195;0;0;0;0;0;0;0;0;0;0;0;0;0;;
cc500ywgrxoq4at;1;Technische Gase;Wasser;;;;;kg;kg;UBA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
16l152xzau5nddg;3;Wasser;Wasser;;;H2O;;l;kg;EEW 2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
hzrmgtmrm0xwa7n;3;Wasser;Wasser;;;H2O;;m³;l;EEW 2023;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;16l152xzau5nddg;
vt7cxnq2pow00ik;3;Mineralien und Baustoffe;Wasserglas;;;;;kg;kg;EEW 2023;0,77;0;0;0;0;0;0;0;0;0;0;0;0;0;;
hx8p50snzmyiyli;1;Direkter Brennstoffeinsatz;Wasserstoff;;;;;kWh;kg;EEW 2023;0,385;0;0;0;0;0;0;0;0;0;0;0;0;0;;
gtjce6prnz0g8nu;1;Technische Gase;Wasserstoff;;;;;kg;kg;UBA;6;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ujqxfshmjiq78s3;1;Technische Gase;Wasserstoff;;;;;kg;kg;Gemis 5.1;8,239;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ngu6mmpnovxdjz8;1;Technische Gase;Wasserstoff;;;;;kg;kg;EEW 2023;12,82;0;0;0;0;0;0;0;0;0;0;0;0;0;;
lb5zrsyzyo68x1v;3;Chemische Grundstoffe und Produkte;Wasserstoff;;;H2;;kg;kg;Gemis 5.1;8,239;0;0;0;0;0;0;0;0;0;0;0;0;0;;
z3zuamoo5y239aq;3;Chemische Grundstoffe und Produkte;Wasserstoff;;;H2;;kg;kg;EEW 2023;12,82;0;0;0;0;0;0;0;0;0;0;0;0;0;;
82841dih186dt9i;3;Chemische Grundstoffe und Produkte;Wasserstoff;Erneuerbare Quelle;;H2;Nur lokale Eigenerzeugung;kg;kg;EEW 2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
63vvk5n4wgwr2h0;3;Chemische Grundstoffe und Produkte;Wasserstoffperoxid;;;H2O2;;kg;kg;Gemis 5.1;2,405;0;0;0;0;0;0;0;0;0;0;0;0;0;;
5skseg9qd8wzvtf;3;Chemische Grundstoffe und Produkte;Wasserstoffperoxid;;;H2O2;;kg;kg;EEW 2023;1,13;0;0;0;0;0;0;0;0;0;0;0;0;0;;
0tnwg8gnv8m62ui;3;Kunststoff;Weichschaum;;;;;kg;kg;Gemis 5.1;6,324;0;0;0;0;0;0;0;0;0;0;0;0;0;;
0c8kgvqqqb9fqz0;3;Mineralien und Baustoffe;Weiße Tonerde;;;;;kg;kg;EEW 2023;0,21;0;0;0;0;0;0;0;0;0;0;0;0;0;;
p7b2cge71l3fepj;3;Chemische Grundstoffe und Produkte;Weißkalkhydrat;;; CaOH2;;kg;kg;EEW 2023;0,89;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ozqzvsncrzb2ikd;3;Metalle;Willemit;;;;;kg;kg;EEW 2023;0,51;0;0;0;0;0;0;0;0;0;0;0;0;0;;
wu2rlrxnpeztsaa;3;Metalle;Wismut;;;Bi;;kg;kg;EEW 2023;22,1;0;0;0;0;0;0;0;0;0;0;0;0;0;;
s60zfkllje49349;3;Chemische Grundstoffe und Produkte;Witherit;;;BaCO3;;kg;kg;EEW 2023;1,15;0;0;0;0;0;0;0;0;0;0;0;0;0;;
jaaxuz7o4v01m1o;3;Metalle;Wolframerz;;;;;kg;kg;EEW 2023;5,53;0;0;0;0;0;0;0;0;0;0;0;0;0;;
l22mlf6anm75avs;3;Metalle;Wolframit;;;;;kg;kg;EEW 2023;5,53;0;0;0;0;0;0;0;0;0;0;0;0;0;;
iaxaa3xl5w8erhi;3;Mineralien und Baustoffe;Wulfenit;;;;;kg;kg;EEW 2023;7,24;0;0;0;0;0;0;0;0;0;0;0;0;0;;
7moksp2kr9ww9u7;3;Metalle;Wurtzit;;;;;kg;kg;EEW 2023;0,51;0;0;0;0;0;0;0;0;0;0;0;0;0;;
